frame,x,y,visible
201,-1,-1,0
202,-1,-1,0
203,-1,-1,0
204,-1,-1,0
205,-1,-1,0
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,1236,591,1
216,1236,591,1
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,1155,723,1
239,-1,-1,0
240,858,757,1
241,-1,-1,0
242,-1,-1,0
243,-1,-1,0
244,-1,-1,0
245,-1,-1,0
246,-1,-1,0
247,-1,-1,0
248,-1,-1,0
249,-1,-1,0
250,-1,-1,0
251,-1,-1,0
252,-1,-1,0
253,-1,-1,0
254,-1,-1,0
255,-1,-1,0
256,-1,-1,0
257,-1,-1,0
258,-1,-1,0
259,-1,-1,0
260,-1,-1,0
261,-1,-1,0
262,-1,-1,0
263,-1,-1,0
264,-1,-1,0
265,-1,-1,0
266,-1,-1,0
267,-1,-1,0
268,-1,-1,0
269,-1,-1,0
270,-1,-1,0
271,-1,-1,0
272,-1,-1,0
273,-1,-1,0
274,-1,-1,0
275,-1,-1,0
276,-1,-1,0
277,-1,-1,0
278,-1,-1,0
279,-1,-1,0
280,-1,-1,0
281,-1,-1,0
282,-1,-1,0
283,-1,-1,0
284,-1,-1,0
285,-1,-1,0
286,-1,-1,0
287,-1,-1,0
288,879,877,1
289,-1,-1,0
290,-1,-1,0
291,-1,-1,0
292,-1,-1,0
